Id,SalePrice
1617,89530.07835371674
1618,131666.53595795977
1619,138377.69686059738
1620,166556.6828197059
1621,137691.53947850055
1622,140705.3466625881
1623,303377.6430510189
1624,208726.91529610116
1625,119328.68265047728
1626,162902.6978024708
1627,187830.43372692727
1628,273481.3340050155
1629,179040.46699828195
1630,375262.20021496597
1631,229856.874006603
1632,250639.04817386006
1633,175627.36039680958
1634,192849.1765199796
1635,175248.6814299816
1636,149584.21830881032
1637,202319.04635446024
1638,186142.322073904
1639,181282.7834478813
1640,269558.0979421428
1641,179411.9098829101
1642,229381.56616805404
1643,224786.71839307444
1644,233302.56854777582
1645,195592.16868558506
1646,166315.08897326025
1647,151776.66417383417
1648,133115.45118097047
1649,143773.6095297569
1650,117991.84233702434
1651,117578.70858112056
1652,94111.55492858063
1653,97852.79564727518
1654,151817.45711007447
1655,146736.59912452192
1656,148455.12728817677
1657,155372.19375550482
1658,152598.38979735662
1659,134188.84118472942
1660,151231.15337983516
1661,418469.5731758085
1662,395347.9002254392
1663,375964.4081380046
1664,440132.3038273275
1665,302535.3572867106
1666,319404.9139228677
1667,359956.11093999667
1668,328475.90773641854
1669,297110.8973788655
1670,333555.5636211905
1671,277813.5760154234
1672,474805.81641366775
1673,289411.95925544476
1674,247154.17464956
1675,187077.09046746735
1676,195556.93322447652
1677,219669.9730859184
1678,430092.24553919403
1679,392626.4282240173
1680,343197.5017916063
1681,223842.65447500712
1682,292623.7011689248
1683,174769.02214259305
1684,168085.32137439752
1685,169241.36240377658
1686,165128.8041751429
1687,175159.4990807807
1688,185659.71721374418
1689,193579.8271917091
1690,187867.1244994965
1691,183454.4879098243
1692,248101.58699006485
1693,177059.98450255374
1694,185625.04455091793
1695,168990.7122890097
1696,282905.5050987906
1697,176339.77171295678
1698,369949.4626933608
1699,335115.49981331686
1700,242521.45705339534
1701,264797.08097318024
1702,236605.26477068022
1703,254479.82840053018
1704,283419.2914884382
1705,227293.25952593985
1706,370957.4135951082
1707,209418.0128021083
1708,204239.57816148637
1709,263319.74297755875
1710,214301.36057082049
1711,251469.11419013687
1712,253259.8928198144
1713,261143.48092238937
1714,227984.91690125837
1715,206436.75846788404
1716,179445.08669415707
1717,169805.37528650582
1718,128736.18756956553
1719,194526.4054358811
1720,238125.16377566478
1721,165011.8709754057
1722,115509.55406568576
1723,156071.5624961022
1724,208562.88623888695
1725,247776.43256564558
1726,184913.94977191236
1727,156153.63550859515
1728,175757.92671107213
1729,168558.1902573993
1730,148123.81240677153
1731,118251.15865947636
1732,130881.3961691482
1733,115704.16359250544
1734,116152.20852433235
1735,129417.60801769535
1736,115965.77773734984
1737,338206.43505903916
1738,218287.5476173322
1739,263790.3497053195
1740,217426.86999299208
1741,194251.35809613334
1742,170793.07813681438
1743,171681.65796727064
1744,324832.07215338596
1745,227852.19786319567
1746,175162.103975887
1747,214424.28146344254
1748,227320.78084052296
1749,152546.0105043146
1750,128557.09610470434
1751,235902.65777586243
1752,124421.92234436024
1753,140210.9067591139
1754,187733.0621946026
1755,174536.32058972341
1756,133355.32083839996
1757,123300.01753610939
1758,149342.3348729164
1759,160227.8885587473
1760,164490.54792512427
1761,136167.37637727655
1762,184467.84594777424
1763,175081.4142708918
1764,121502.61640621054
1765,147195.49071577148
1766,175419.66788981698
1767,217205.58867280086
1768,145585.1006163923
1769,173990.81810556742
1770,144995.84405339093
1771,124906.52523377188
1772,136096.12245951334
1773,134638.40786968698
1774,124687.52328126918
1775,140412.58959053084
1776,128407.90480448656
1777,117774.29283947573
1778,136291.42463113595
1779,118968.843919587
1780,171225.739110694
1781,123401.99398464139
1782,90831.75223237273
1783,146922.16814574416
1784,102992.77706048968
1785,115186.28585322655
1786,136305.1583650977
1787,155712.71738749402
1788,55104.95033820893
1789,90629.60881529767
1790,75208.97886520888
1791,182023.43790827235
1792,158403.5651106794
1793,130843.27755324572
1794,148628.53505891812
1795,137702.45962504594
1796,119501.77260659247
1797,116652.34064420906
1798,122256.5439031329
1799,107976.40357005806
1800,133016.32782058785
1801,138825.24543693988
1802,122800.5365174012
1803,140156.3708304798
1804,147869.29686414843
1805,133359.21207406366
1806,112476.53651872615
1807,126316.04148000668
1808,108547.91544448199
1809,113029.87567911933
1810,151595.30807513077
1811,110081.01586051512
1812,98605.48134129423
1813,127251.31564774572
1814,100551.97301025504
1815,50238.048823021185
1816,96868.6828139765
1817,109141.61858947497
1818,136947.69056989142
1819,123343.01950353573
1820,60796.8733467494
1821,96923.38214994693
1822,141262.57770602245
1823,48999.73322929672
1824,133392.82704600968
1825,130856.8932528711
1826,110608.30457646734
1827,105293.06909918899
1828,136634.22636745323
1829,114382.10815604839
1830,140519.20480410728
1831,137422.78328759197
1832,81018.0758853414
1833,140864.3506449113
1834,118938.80397704148
1835,140473.07763082875
1836,124355.74832960237
1837,86337.33669682503
1838,130437.60956021718
1839,85191.43794469131
1840,161676.87553899293
1841,151028.39033204442
1842,86101.50160601325
1843,132002.07031077126
1844,137089.82262978907
1845,135491.45141018083
1846,148998.23469440435
1847,161172.11943516514
1848,56497.38989057124
1849,107762.10544290952
1850,115884.33264439742
1851,149641.31106415295
1852,119765.72016906245
1853,125880.37776712672
1854,168923.23411480698
1855,140391.3222706246
1856,218950.09673632035
1857,119474.82988217231
1858,142559.2207233943
1859,117773.10653094795
1860,155048.7552541198
1861,116143.27273705257
1862,313314.06562637415
1863,299761.9872831221
1864,299766.42670932156
1865,309845.40362577
1866,326804.2423914672
1867,226928.19242893887
1868,297905.06875224365
1869,204959.1432304287
1870,222039.85789949782
1871,234857.70898399877
1872,164673.9890734559
1873,258921.44490042428
1874,141354.23454829075
1875,200168.2900690136
1876,199370.54371888188
1877,207602.06846247948
1878,196944.45719277844
1879,132983.0080897893
1880,134928.01146726104
1881,239215.01312878434
1882,254101.17962078602
1883,191710.15238526816
1884,207869.90596772224
1885,231170.52609379636
1886,305683.328844498
1887,203152.14188152069
1888,266700.5209259222
1889,150626.46534166054
1890,128954.3342843356
1891,133521.65823668023
1892,103473.53957108458
1893,126961.7940695936
1894,114722.17045592295
1895,131396.54286124982
1896,122650.62655415368
1897,117066.25870465564
1898,101217.50314070933
1899,154085.60637456834
1900,153690.84954977967
1901,181309.649272415
1902,145073.23821995145
1903,220320.6384000458
1904,142294.65550800884
1905,196731.23151205672
1906,167440.54215271506
1907,187558.76451076695
1908,105923.92681929095
1909,137660.67333882963
1910,117485.18912702998
1911,219158.66902421464
1912,309677.1436436557
1913,140000.3716144703
1914,58446.412813980394
1915,315137.39675686444
1916,64991.7746031013
1917,248562.07782121527
1918,143012.01999102003
1919,175396.4916980391
1920,140938.82875966962
1921,415071.9861103754
1922,310846.42235081736
1923,221462.36039153297
1924,237895.08792886342
1925,197266.03267843285
1926,391646.1247318568
1927,132578.0393893728
1928,155622.6461809517
1929,128650.53699991846
1930,129608.57190087163
1931,146582.92904875372
1932,136899.2023017369
1933,192602.00186568085
1934,182135.00571333725
1935,172704.26541314213
1936,190057.40668152107
1937,187413.95365181702
1938,169506.36066421572
1939,247411.73216758916
1940,184097.07234604933
1941,173544.7485186781
1942,185498.79863786034
1943,208507.9191401722
1944,354451.87748279533
1945,399047.6978867714
1946,140359.34748316952
1947,301600.28169698117
1948,164709.15902444415
1949,245031.14391220914
1950,183626.78493440757
1951,249299.35603352473
1952,218724.61785699407
1953,167915.60786796748
1954,173607.51516304587
1955,135075.85233846417
1956,297609.5117902196
1957,151206.1774473304
1958,305992.03990702087
1959,139826.13731169957
1960,119498.85625807956
1961,126760.16977321506
1962,89844.74472262112
1963,99896.75148325134
1964,118048.99150399757
1965,154930.27763257295
1966,145202.259981578
1967,271714.50102811767
1968,420222.755185847
1969,393186.79818846495
1970,436892.7248834691
1971,428951.8684284972
1972,382673.6821699925
1973,267075.1646813139
1974,322456.0150807801
1975,403073.22964211577
1976,266431.6336760285
1977,353438.1989973953
1978,360300.60825137846
1979,324899.28524420667
1980,196644.82120056116
1981,334633.9658985323
1982,229097.37639111636
1983,194700.4774284599
1984,162858.25349985514
1985,219938.69361599514
1986,207468.0214779912
1987,176141.55980022118
1988,175385.58663051584
1989,193973.27234155516
1990,213345.2569905955
1991,241033.0043558419
1992,214592.38630556656
1993,169861.2178416878
1994,227621.2153142458
1995,182712.3829298128
1996,248272.78825736934
1997,300096.6523210525
1998,336210.6325178511
1999,257303.93852024083
2000,321424.94763164234
2001,267621.5483372331
2002,237835.8782429783
2003,252854.09712058434
2004,257891.20264435397
2005,207450.08165995235
2006,223709.00250700404
2007,236827.3736054354
2008,210797.180048232
2009,196920.90576846382
2010,187018.68112731352
2011,129970.64615038742
2012,166611.71739699942
2013,182105.42295298402
2014,187148.11220222418
2015,203223.92609492296
2016,197647.7563910102
2017,198097.426464423
2018,119373.9072247334
2019,133515.22747889985
2020,111473.03889884807
2021,107007.18598210187
2022,183770.27386696698
2023,149314.83340461866
2024,240524.2802279359
2025,384485.8355589608
2026,168277.71107838547
2027,152166.16255860985
2028,144806.43355510145
2029,173585.34778431937
2030,277188.33385749
2031,222877.09862722585
2032,235783.8491772489
2033,256627.9670292197
2034,169341.78033633434
2035,215438.0758537867
2036,184713.77366449885
2037,199530.60180764145
2038,281944.8231114259
2039,208722.7292991237
2040,301164.4446806579
2041,309835.7031082022
2042,204529.42391892817
2043,172813.80123940544
2044,154519.88910495062
2045,219087.81172936456
2046,134723.76558418974
2047,146854.12176781872
2048,137266.7517183658
2049,132462.2974403288
2050,178118.45064287598
2051,107429.74509535737
2052,129030.34733007748
2053,147033.95744705922
2054,81584.08589011325
2055,149826.4522367358
2056,135994.68874238618
2057,119600.42385677218
2058,224292.45124339155
2059,131843.9194244594
2060,176480.9548838614
2061,173575.22323692645
2062,133889.40686949843
2063,111744.99995174252
2064,149211.90264606112
2065,112313.03987761866
2066,163436.4010491554
2067,107212.77512082772
2068,125715.37063518351
2069,84861.53763388976
2070,116429.80715513931
2071,94298.17571426068
2072,128185.87561676756
2073,135837.60782066832
2074,191786.14843810527
2075,141209.4923671452
2076,123134.16373135214
2077,159840.49792249105
2078,127566.14231489843
2079,136065.90455022632
2080,116179.82657799256
2081,127020.12028236341
2082,130380.14857352604
2083,146796.80286172606
2084,114265.82043110549
2085,118839.59618769793
2086,115791.21610991932
2087,120354.10410644404
2088,95604.33079253433
2089,79749.57446637985
2090,132986.8968582145
2091,128653.94834368846
2092,121656.69507454126
2093,116336.65139065348
2094,103040.8749168473
2095,151513.7469152571
2096,74612.42064403628
2097,95879.02711596784
2098,141227.01121498147
2099,57396.57420652553
2100,82881.87377921608
2101,122486.2034273179
2102,121082.04310324973
2103,106419.06548845544
2104,117520.6372420354
2105,121880.36496618492
2106,67182.7522581738
2107,213963.28077204022
2108,115322.67706708905
2109,107200.17024268582
2110,124302.55642552284
2111,137295.53366847578
2112,143353.48197599614
2113,115631.4003290488
2114,106084.9823984175
2115,162374.84777289626
2116,114836.95605148768
2117,149478.3132030645
2118,122664.40537724138
2119,106084.46714796132
2120,114690.68724877738
2121,110270.55385296322
2122,109156.62679707863
2123,84997.75721091071
2124,165697.50339849872
2125,119529.35671063363
2126,152777.95272187362
2127,148902.50625159603
2128,124546.63203372757
2129,91365.51491369017
2130,145857.6742834896
2131,132244.82223125227
2132,119821.11137171052
2133,125079.88243528576
2134,121970.63586489618
2135,91039.16005833467
2136,74082.55717606796
2137,109616.75781721841
2138,133065.43802906864
2139,156130.57245207424
2140,137953.58361862524
2141,142748.37239674322
2142,125088.17281232972
2143,146566.6916156547
2144,110282.40147160675
2145,139938.88807426183
2146,169047.8806117815
2147,133512.36175007359
2148,132812.56278757635
2149,144742.2969175674
2150,243623.13984635638
2151,117241.51740318396
2152,159770.0296492708
2153,161991.7696557605
2154,106677.19943474715
2155,137586.94371668613
2156,255321.9377680205
2157,238328.77974537114
2158,244390.949942913
2159,193226.74796511873
2160,172621.5294844441
2161,229598.21137006392
2162,415908.09444448113
2163,346370.07499614044
2164,241975.16295605229
2165,195348.15056555826
2166,150233.4597989341
2167,213806.63574377503
2168,202779.8802630862
2169,192676.27165195925
2170,225777.69930707634
2171,149654.14413059354
2172,132684.11670584927
2173,166005.81594693087
2174,225271.61573934092
2175,310196.8550140076
2176,327166.21353257034
2177,238944.87352748774
2178,201241.79647789578
2179,142562.47855818848
2180,225401.11578861377
2181,188999.99202054672
2182,214284.9456522834
2183,185298.0487606815
2184,122516.92972382934
2185,118158.13866639594
2186,152234.00144089296
2187,153321.15754595524
2188,157410.1953236271
2189,240507.7349733157
2190,81498.84734782221
2191,82455.80145360225
2192,89034.88396890176
2193,90761.88930457797
2194,103461.67088280532
2195,111502.91184748788
2196,103001.54835221528
2197,107449.85524641824
2198,163561.82473068876
2199,189517.07294905736
2200,149271.34750036584
2201,143688.61272339144
2202,211608.6498711486
2203,140764.12182343518
2204,189479.0030205243
2205,111481.89783299169
2206,153337.43498402345
2207,205449.68752556242
2208,257082.8882304782
2209,235873.90299660678
2210,115707.11124467099
2211,108317.3542156919
2212,115439.7119956468
2213,103139.13763913931
2214,129165.71620859847
2215,104214.95617746958
2216,142700.51541240342
2217,64453.14131315482
2218,69733.43639961604
2219,63440.48396432719
2220,67667.6676085667
2221,323088.8207200432
2222,266748.59961978905
2223,311309.20126583957
2224,205113.03302515968
2225,119199.9094335541
2226,183350.07037829666
2227,197056.7998137292
2228,260992.40669037827
2229,239845.3577517449
2230,161595.41299981065
2231,207629.75383680963
2232,187014.0070326948
2233,171206.62374735647
2234,228507.24161444756
2235,210894.98970628864
2236,260800.2551997471
2237,331347.03896427725
2238,205525.6026971248
2239,100735.11341852382
2240,160706.02384063214
2241,156579.65184979283
2242,124414.76455493478
2243,122425.60591328259
2244,100690.61102673813
2245,97430.29429886505
2246,137567.67124203718
2247,110468.42450895031
2248,123771.94887204387
2249,126631.04828953654
2250,130103.21337263551
2251,95791.08083605047
2252,163139.20506117764
2253,149525.591121283
2254,167836.64661851517
2255,194885.94345868146
2256,177081.13417097199
2257,208921.5725538341
2258,160236.7599450347
2259,178496.03599551888
2260,149662.36309757395
2261,191789.5049147221
2262,201872.51564338675
2263,365140.2289951769
2264,443981.8341003371
2265,161623.85858619618
2266,323887.27186669514
2267,361563.12170188705
2268,407408.36717253405
2269,148012.16559304437
2270,185745.9258704334
2271,222884.4140945124
2272,190366.21125378707
2273,164687.7361899382
2274,186945.36791766627
2275,153514.6727899499
2276,193016.32393093384
2277,181770.07971509593
2278,148199.6453534288
2279,121643.57380394051
2280,112809.91039896381
2281,169778.9991210397
2282,182704.23029424145
2283,99041.05419948848
2284,107199.8062625195
2285,145541.48334138753
2286,128186.02141731439
2287,339501.1460262521
2288,254006.87710610696
2289,398557.15039127343
2290,438996.5669227162
2291,306037.5640949047
2292,428522.3556971008
2293,425447.3597315383
2294,421658.2258263671
2295,449898.7748174987
2296,275045.5915213264
2297,302987.90718748065
2298,321298.55801674555
2299,369713.3649518005
2300,332185.8670871719
2301,264347.5539476543
2302,236832.94037232175
2303,244488.13792481416
2304,232349.1449778458
2305,187337.8282452993
2306,186055.57612436925
2307,189165.4543848315
2308,221436.78992113902
2309,276838.69578379794
2310,202278.36344719215
2311,190689.6532344889
2312,158294.7577548401
2313,173429.20621170572
2314,161674.20789406766
2315,169696.72898603402
2316,170743.51982650626
2317,187771.86474698395
2318,181547.05687845257
2319,177123.73246451444
2320,178358.69656319992
2321,236901.6997698692
2322,166438.0446956041
2323,188104.09404560944
2324,174498.16696874477
2325,211042.743553432
2326,170224.94456276976
2327,205028.01406160946
2328,223312.70575761131
2329,188991.38789645326
2330,179041.4693017796
2331,376576.32543166244
2332,402930.6327187471
2333,339789.24699654605
2334,249564.46341782337
2335,261457.08859528945
2336,329398.0494447035
2337,206778.3214260738
2338,266381.54310039687
2339,213762.48926999862
2340,367399.5737962493
2341,222725.76923236842
2342,238034.40076953862
2343,223301.07505284777
2344,220546.50492728775
2345,230833.05615375482
2346,211804.46226185872
2347,196523.34381978976
2348,239393.3843669894
2349,164795.59058885227
2350,267191.88248809683
2351,237237.840724993
2352,239356.39587048691
2353,229631.0579830384
2354,128582.97688172809
2355,134655.09400846183
2356,147177.60598899904
2357,192778.148172674
2358,199045.27832983938
2359,128577.67747397439
2360,120323.41096918029
2361,149796.60342993416
2362,280046.62807954015
2363,140891.80136916868
2364,154336.07962510223
2365,217998.3120532998
2366,177067.98070575754
2367,224469.17883986954
2368,210769.2592256317
2369,221433.9601336741
2370,170836.1431849929
2371,169182.52705874026
2372,199174.28582578807
2373,281698.66946642846
2374,305543.99661138945
2375,261594.57044471538
2376,284361.88638043625
2377,346063.86507850344
2378,150289.9835612582
2379,196782.47236967963
2380,146981.492393307
2381,164666.43744500104
2382,196934.60254411353
2383,203440.5793996903
2384,250705.01862428445
2385,164489.3203246412
2386,132169.92118907918
2387,134860.14271144697
2388,92736.07157264532
2389,115722.7669499313
2390,146253.97948602983
2391,139267.10123864256
2392,116296.70430582689
2393,166532.90773109972
2394,146028.28266317173
2395,211881.94131700014
2396,141111.4158644802
2397,219539.70654848855
2398,123273.90039010393
2399,55605.108609446695
2400,54218.91982111862
2401,119973.08166570714
2402,137712.97147585027
2403,137048.59990779377
2404,154010.29171480561
2405,166111.7139150296
2406,143919.5094759514
2407,126931.89275998287
2408,145467.35629946945
2409,124411.19078565743
2410,155677.48697365497
2411,119460.1269318452
2412,163174.56491601202
2413,129429.43798906596
2414,137418.9797545808
2415,128589.08510171209
2416,123385.19403722949
2417,131503.9187922774
2418,132120.52109940376
2419,134016.90201629983
2420,124216.74422624144
2421,154276.0348964933
2422,113946.16779954848
2423,117086.74677483556
2424,142178.35693867938
2425,190161.9515406262
2426,130241.33412677787
2427,128340.4815654029
2428,168245.7437298049
2429,113461.07736653314
2430,133108.69681189294
2431,108591.11475300998
2432,142885.8440667617
2433,149716.95124515615
2434,140048.22459303847
2435,147509.95441341304
2436,112124.27872177145
2437,110093.05588592213
2438,125810.82909521807
2439,108814.58145733729
2440,124621.60012355665
2441,87156.76354997698
2442,90807.71377162772
2443,119456.3080244059
2444,121003.21484497664
2445,83655.94581634132
2446,132936.4261463129
2447,170471.48231041164
2448,122577.9008405766
2449,112157.55903636309
2450,139451.49386835686
2451,123147.81883869697
2452,208193.3232773239
2453,90777.58361437853
2454,116294.9556863897
2455,116868.9861144835
2456,135602.90265962065
2457,130612.18168260065
2458,111530.04940095732
2459,115381.76224273759
2460,146594.31428387994
2461,119861.2318378399
2462,136045.78810756048
2463,122640.54825024902
2464,169326.3810166468
2465,137034.54142567192
2466,115125.90192731931
2467,136908.29815979148
2468,78315.68586060054
2469,70229.61031171473
2470,181381.29280424386
2471,205352.58958286257
2472,154222.49121200043
2473,128489.80026340864
2474,86709.24441776793
2475,215410.3966185074
2476,113731.57475967465
2477,130212.96508370497
2478,148620.32483550228
2479,98931.65560631837
2480,142873.3518321562
2481,117527.27570570631
2482,132938.474699514
2483,111185.07995949376
2484,126757.96288351547
2485,131932.16917644313
2486,158227.92571901446
2487,163838.57977736194
2488,157922.17990037738
2489,143348.16109124335
2490,140909.99479571256
2491,86572.84435843864
2492,184817.75916567474
2493,134105.1162305376
2494,145800.3334414037
2495,81002.23176564644
2496,242232.22985649915
2497,151710.58158355945
2498,114365.97108766805
2499,91863.546056182
2500,124584.27503697308
2501,133022.97513854748
2502,151223.90832741975
2503,92542.22635220927
2504,200471.05841117987
2505,219922.33123863384
2506,244136.50012330347
2507,292341.3622137925
2508,242775.09343170302
2509,207592.73313040656
2510,212216.40668123905
2511,166394.39727014763
2512,202213.98997021592
2513,214539.88780066854
2514,255075.25965043486
2515,149468.8695785327
2516,163429.45433534385
2517,145050.62433352476
2518,146701.88825277417
2519,226917.68960983885
2520,201888.0210741806
2521,180852.5562264006
2522,222202.1375339126
2523,114774.29759651583
2524,141414.2151689934
2525,153654.89736303609
2526,139537.74670849004
2527,110161.956894498
2528,123804.68338615041
2529,136848.19605876404
2530,121047.29396827403
2531,258971.7494745693
2532,227223.81035514656
2533,196391.27035757515
2534,230033.53803852512
2535,317741.60436987336
2536,228100.22252612613
2537,231196.6648363242
2538,180314.73898102532
2539,183752.04015497206
2540,171248.72543407703
2541,177216.57420263943
2542,163341.19551150833
2543,123762.46704151902
2544,121593.66476619052
2545,132093.38426325363
2546,125917.1618954775
2547,135068.94075937785
2548,157385.00578116695
2549,161291.71575906017
2550,298869.2738628988
2551,137500.5682186491
2552,131034.43391714356
2553,77029.11165384862
2554,105102.58796565203
2555,114074.24867188779
2556,101999.11530409717
2557,106550.70636231676
2558,160918.70724372152
2559,141292.66917129667
2560,140847.1266292396
2561,147159.70405307872
2562,134661.44377064545
2563,146178.09247155182
2564,200114.46715967343
2565,141092.68380193383
2566,164838.90767532925
2567,145122.14305908818
2568,199414.42742777237
2569,217517.68592398276
2570,112380.4737505036
2571,182274.5851108417
2572,145258.17440448774
2573,223637.95296341015
2574,236680.79568668493
2575,121842.3731972555
2576,131184.96629484673
2577,153970.30591091645
2578,83491.96550405504
2579,63101.858490938685
2580,116641.53876480529
2581,121504.62555736683
2582,110010.5107945401
2583,282692.6946191037
2584,174591.61700136977
2585,176487.85769948666
2586,207571.1166283089
2587,192324.8851989483
2588,156844.496425671
2589,147812.82378638536
2590,211622.05003062505
2591,217176.10062706243
2592,218909.0589521144
2593,251665.18656190057
2594,173489.65626672693
2595,201570.10670930613
2596,315741.1934453535
2597,181785.62654102285
2598,298782.94845346047
2599,296527.29282857827
2600,155245.0178778962
2601,139924.83287899848
2602,78717.9138834045
2603,90032.27206028123
2604,83716.37047524822
2605,70803.89960324677
2606,147883.92806664272
2607,214938.51317331588
2608,205756.61547000692
2609,176006.68331332013
2610,113026.84673106071
2611,138171.66715132422
2612,155387.09880149446
2613,130007.57529179388
2614,133102.45129595566
2615,153971.65396108793
2616,140541.02062518502
2617,170741.95875537943
2618,179450.44845308884
2619,191869.26587479215
2620,193370.43391381885
2621,174098.0614694418
2622,182830.80625530795
2623,242342.6856280069
2624,316536.3889680491
2625,307877.5877166776
2626,181200.23215431775
2627,167552.92255956787
2628,486461.28110025334
2629,501389.19017420505
2630,377825.05432519247
2631,473678.2583428014
2632,449907.1040849857
2633,340746.9889673335
2634,390593.108554236
2635,159784.47350073882
2636,177176.927681689
2637,175804.57532694656
2638,252091.8283228671
2639,188094.76846448245
2640,157635.084223545
2641,108433.83406469625
2642,186933.73082338332
2643,101442.49730599823
2644,124867.12240989861
2645,99510.18924449566
2646,90361.86624211163
2647,100091.81198128837
2648,143947.77727414892
2649,142682.49895075697
2650,142172.46823912588
2651,149416.02048613603
2652,421342.0243628012
2653,237895.43746686654
2654,240254.9702430385
2655,359083.7760175053
2656,292939.26687601756
2657,329639.21872875653
2658,282834.063850157
2659,293055.4851625453
2660,342516.3849946882
2661,310669.8443898342
2662,347456.70326991373
2663,271683.7518697441
2664,269075.3617096591
2665,328542.23453631735
2666,286098.11304813495
2667,154614.9536713104
2668,166873.52402605512
2669,173725.04750396055
2670,261539.89001471293
2671,176631.18888719555
2672,196049.9375800447
2673,203434.7830681176
2674,199049.77163986058
2675,158893.76803564545
2676,182168.8105332305
2677,192223.84804155416
2678,257165.28677415496
2679,266318.6202288373
2680,273698.0549340102
2681,418455.48068470863
2682,311140.7099945819
2683,502879.5320125185
2684,322112.42271954
2685,331660.2825447971
2686,246603.71651592245
2687,321620.6430876087
2688,207184.3453935202
2689,192554.6822439077
2690,417563.2756003997
2691,188685.37225760287
2692,123524.08942858277
2693,185977.98829282387
2694,114860.06806386338
2695,192134.19293118294
2696,178171.86692258075
2697,189983.41939624675
2698,193715.80905014442
2699,170094.3269881857
2700,152628.30166851144
2701,144490.18157298974
2702,111084.67804892769
2703,117990.47965664172
2704,136784.71455061756
2705,119672.71670418442
2706,116151.44897874216
2707,128087.96154681609
2708,133764.76021074638
2709,103535.33329512042
2710,124313.52025501984
2711,298894.6965115973
2712,370756.3248841795
2713,158792.09220645548
2714,148646.73771698072
2715,167097.91922850738
2716,139137.1941959698
2717,169283.17803514792
2718,216348.32298189352
2719,164213.61077599315
2720,173686.75636488377
2721,139155.6658561378
2722,162063.98961956258
2723,135434.6486101589
2724,136573.01915097088
2725,134085.90916829222
2726,144397.23343444002
2727,183506.62010595406
2728,178346.22342929378
2729,151791.7557999499
2730,142449.72173016288
2731,126098.11584673982
2732,127579.27188933658
2733,163004.53145134714
2734,144513.22107817087
